NC_007797.1	1	1379	+	chromosomal replication initiator protein DnaA	WP_011450597.1	202	FF8AD8	DnaA
NC_007797.1	824487	825638	+	P44/Msp2 family outer membrane protein	WP_044108213.1	0	f3f3f3	-1
NC_007797.1	825837	827099	+	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase	WP_011451285.1	688	f3f3f3	-1
NC_007797.1	827310	828212	+	class I fructose-bisphosphate aldolase	WP_021799145.1	708	f3f3f3	-1
NC_007797.1	830227	830745	-	translation initiation factor IF-3	WP_011451289.1	318	f3f3f3	-1
NC_007797.1	830768	832690	-	threonine--tRNA ligase	WP_044104371.1	284	f3f3f3	-1
NC_007797.1	832740	833270	+	CinA family protein	WP_020849147.1	694	f3f3f3	-1
NC_007797.1	833288	833674	-	50S ribosomal protein L19	WP_011451292.1	261	f3f3f3	-1
NC_007797.1	833678	834372	-	tRNA (guanosine(37)-N1)-methyltransferase TrmD	WP_011451293.1	391	f3f3f3	-1
NC_007797.1	834373	834888	-	16S rRNA processing protein RimM	WP_011451294.1	176	f3f3f3	-1
NC_007797.1	835010	836299	-	P44/Msp2 family outer membrane protein	WP_011451295.1	0	f3f3f3	-1
NC_007797.1	836387	837214	-	aminomethyltransferase	WP_011451296.1	500	f3f3f3	-1
NC_007797.1	837295	839208	-	heme lyase CcmF/NrfE family subunit	WP_011451297.1	373	f3f3f3	-1
NC_007797.1	839558	840413	+	P44/Msp2 family outer membrane protein	WP_080502923.1	0	f3f3f3	-1
NC_007797.1	840414	840644	-	hypothetical protein	WP_080502924.1	450	f3f3f3	-1
NC_007797.1	840747	840887	+	P44/Msp2 family outer membrane protein	WP_080502925.1	0	f3f3f3	-1
NC_007797.1	841951	843201	+	P44/Msp2 family outer membrane protein	WP_044108215.1	0	f3f3f3	-1
NC_007797.1	843403	843894	-	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	WP_044104377.1	488	f3f3f3	-1
NC_007797.1	844131	844838	-	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	WP_011451301.1	972	f3f3f3	-1
NC_007797.1	845238	847067	+	hypothetical protein	WP_011451302.1	-1	f3f3f3	-1
NC_007797.1	847407	847896	-	5-(carboxyamino)imidazole ribonucleotide mutase	WP_011451303.1	518	f3f3f3	-1
NC_007797.1	847897	848445	-	redoxin domain-containing protein	WP_011451304.1	-1	f3f3f3	-1
NC_007797.1	848807	849103	+	integration host factor subunit alpha	WP_021799148.1	14	f3f3f3	-1
NC_007797.1	849103	849477	+	MerR family transcriptional regulator	WP_080502941.1	48	f3f3f3	-1
NC_007797.1	850496	851587	+	redox-regulated ATPase YchF	WP_011451307.1	166	f3f3f3	-1
NC_007797.1	851994	852185	+	hypothetical protein	WP_020849154.1	-1	f3f3f3	-1
NC_007797.1	852433	853701	+	P44/Msp2 family outer membrane protein	WP_011451309.1	0	f3f3f3	-1
NC_007797.1	853903	855240	+	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	WP_011451310.1	229	f3f3f3	-1
NC_007797.1	856571	857035	-	rRNA maturation RNase YbeY	WP_011451311.1	361	f3f3f3	-1
NC_007797.1	857042	857449	-	EVE domain-containing protein	WP_011451312.1	693	f3f3f3	-1
NC_007797.1	857449	858651	-	cell division protein FtsZ	WP_011451313.1	330	f3f3f3	-1
NC_007797.1	858902	859252	+	hypothetical protein	WP_020849155.1	-1	f3f3f3	-1
NC_007797.1	860381	860701	-	hypothetical protein	WP_020849156.1	-1	f3f3f3	-1
NC_007797.1	861560	862093	-	phosphopantothenoylcysteine decarboxylase	WP_011451318.1	726	f3f3f3	-1
NC_007797.1	862103	864211	+	ATP-dependent DNA helicase RecG	WP_011451319.1	69	f3f3f3	-1
NC_007797.1	864385	865326	+	complex I NDUFA9 subunit family protein	WP_011451320.1	186	f3f3f3	-1
NC_007797.1	865417	866823	-	amidophosphoribosyltransferase	WP_011451321.1	545	f3f3f3	-1
NC_007797.1	867166	867717	-	aminoacyl-tRNA hydrolase	WP_011451322.1	505	f3f3f3	-1
NC_007797.1	867727	868362	-	50S ribosomal protein L25/general stress protein Ctc	WP_011451323.1	382	f3f3f3	-1
NC_007797.1	868755	869510	-	ComF family protein	WP_020849157.1	463	f3f3f3	-1
NC_007797.1	869645	871360	-	potassium transporter	WP_011451326.1	70	f3f3f3	-1
NC_007797.1	871372	871944	-	thioredoxin family protein	WP_011451327.1	1007	f3f3f3	-1
NC_007797.1	872345	872788	-	CopD family protein	WP_011451328.1	737	f3f3f3	-1
NC_007797.1	873174	874172	-	pyruvate dehydrogenase complex E1 component subunit beta	WP_011451329.1	410	f3f3f3	-1
NC_007797.1	874841	876262	+	peptidase C69	WP_011451330.1	664	f3f3f3	-1
NC_007797.1	876532	877725	-	P44/Msp2 family outer membrane protein	WP_011451331.1	0	f3f3f3	-1
NC_007797.1	879938	881029	-	GTP cyclohydrolase II	WP_011451332.1	72	f3f3f3	-1
NC_007797.1	881241	882302	-	methyltransferase	WP_020849160.1	997	f3f3f3	-1
NC_007797.1	882344	882871	-	hypothetical protein	WP_020849161.1	-1	f3f3f3	-1
NC_007797.1	885106	885531	-	hypothetical protein	WP_011451336.1	1008	f3f3f3	-1
NC_007797.1	886015	887169	+	phosphoglycerate kinase	WP_011451337.1	466	f3f3f3	-1
NC_007797.1	887238	888402	-	exodeoxyribonuclease VII large subunit	WP_011451338.1	549	f3f3f3	-1
NC_007797.1	888403	889020	-	zinc finger-like domain-containing protein	WP_011451339.1	722	f3f3f3	-1
NC_007797.1	889106	889369	+	hypothetical protein	WP_020849163.1	-1	f3f3f3	-1
NC_007797.1	889858	891108	+	P44/Msp2 family outer membrane protein	WP_011451340.1	0	f3f3f3	-1
NC_007797.1	891623	892540	-	protein translocase subunit SecF	WP_011451341.1	169	f3f3f3	-1
NC_007797.1	892692	893051	+	hypothetical protein	WP_020849165.1	703	f3f3f3	-1
NC_007797.1	893376	893987	-	P44/Msp2 family outer membrane protein	WP_080502942.1	0	f3f3f3	-1
NC_007797.1	894067	894828	-	P44/Msp2 family outer membrane protein	WP_080502926.1	0	f3f3f3	-1
NC_007797.1	896285	896734	-	SsrA-binding protein SmpB	WP_011451343.1	297	f3f3f3	-1
NC_007797.1	896742	897371	-	3,4-dihydroxy-2-butanone-4-phosphate synthase	WP_011451344.1	72	f3f3f3	-1
NC_007797.1	897386	897886	-	transcription elongation factor GreA	WP_011451345.1	365	f3f3f3	-1
NC_007797.1	897914	899434	-	F0F1 ATP synthase subunit alpha	WP_011451346.1	203	f3f3f3	-1
NC_007797.1	899453	900016	-	F0F1 ATP synthase subunit delta	WP_044104132.1	199	f3f3f3	-1
NC_007797.1	900180	900440	-	DUF1467 family protein	WP_011451349.1	-1	f3f3f3	-1
NC_007797.1	900523	901757	-	hypothetical protein	WP_011451351.1	990	f3f3f3	-1
NC_007797.1	901758	902498	-	hypothetical protein	WP_048651635.1	1006	f3f3f3	-1
NC_007797.1	902557	903756	-	lipoprotein-releasing ABC transporter permease subunit	WP_011451353.1	127	f3f3f3	-1
NC_007797.1	905381	906034	-	P44/Msp2 family outer membrane protein	WP_080502927.1	0	f3f3f3	-1
NC_007797.1	906465	906623	-	P44/Msp2 family outer membrane protein	WP_080502928.1	0	f3f3f3	-1
NC_007797.1	907017	907451	-	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	WP_011451354.1	452	f3f3f3	-1
NC_007797.1	907471	908172	-	Bax inhibitor-1/YccA family protein	WP_011451355.1	117	f3f3f3	-1
NC_007797.1	908427	909440	-	aspartate-semialdehyde dehydrogenase	WP_011451356.1	225	f3f3f3	-1
NC_007797.1	909443	909751	-	YbaB/EbfC family nucleoid-associated protein	WP_011451357.1	354	f3f3f3	-1
NC_007797.1	909763	911133	-	DNA polymerase III subunit gamma/tau	WP_011451358.1	103	f3f3f3	-1
NC_007797.1	911305	912312	-	aldehyde dehydrogenase	WP_011451359.1	120	f3f3f3	-1
NC_007797.1	912474	913345	+	P44/Msp2 family outer membrane protein	WP_080502929.1	0	f3f3f3	-1
NC_007797.1	913346	913543	-	hypothetical protein	WP_080502930.1	450	f3f3f3	-1
NC_007797.1	913646	913786	+	P44/Msp2 family outer membrane protein	WP_080502925.1	0	f3f3f3	-1
NC_007797.1	915909	916973	+	recombinase RecA	WP_011451360.1	265	f3f3f3	-1
NC_007797.1	917007	918392	-	P44/Msp2 family outer membrane protein	WP_011451361.1	0	f3f3f3	-1
NC_007797.1	919171	919491	-	hypothetical protein	WP_020849156.1	-1	f3f3f3	-1
NC_007797.1	920221	921081	+	P44/Msp2 family outer membrane protein	WP_011451363.1	0	f3f3f3	-1
NC_007797.1	921235	922137	+	P44/Msp2 family outer membrane protein	WP_020849180.1	0	f3f3f3	-1
NC_007797.1	922222	923715	+	UbiD family decarboxylase	WP_011451365.1	540	f3f3f3	-1
NC_007797.1	924001	925098	+	P44/Msp2 family outer membrane protein	WP_011451366.1	0	f3f3f3	-1
NC_007797.1	926551	926700	-	zinc-finger domain-containing protein	WP_020849182.1	-1	f3f3f3	-1
NC_007797.1	926713	928239	-	protein translocase subunit SecD	WP_011451371.1	376	f3f3f3	-1
NC_007797.1	928304	930265	+	excinuclease ABC subunit UvrB	WP_011451372.1	211	f3f3f3	-1
NC_007797.1	931494	931691	+	hypothetical protein	WP_020849183.1	-1	f3f3f3	-1
NC_007797.1	931761	932036	+	hypothetical protein	WP_011451375.1	-1	f3f3f3	-1
NC_007797.1	932745	933617	-	uracil-DNA glycosylase	WP_011451376.1	732	f3f3f3	-1
NC_007797.1	933864	934427	-	peptide deformylase	WP_011451377.1	406	f3f3f3	-1
NC_007797.1	934493	935218	+	1-acyl-sn-glycerol-3-phosphate acyltransferase	WP_011451378.1	96	f3f3f3	-1
NC_007797.1	935344	935634	+	30S ribosomal protein S20	WP_011451379.1	287	f3f3f3	-1
NC_007797.1	938145	938339	-	hypothetical protein	WP_020849184.1	-1	f3f3f3	-1
NC_007797.1	938535	939368	-	prolipoprotein diacylglyceryl transferase	WP_011451381.1	221	f3f3f3	-1
NC_007797.1	939453	940961	+	murein biosynthesis integral membrane protein MurJ	WP_011451382.1	351	f3f3f3	-1
NC_007797.1	941001	942017	+	hypothetical protein	WP_011451383.1	969	f3f3f3	-1
NC_007797.1	942791	943300	-	hypothetical protein	WP_020849187.1	216	f3f3f3	-1
NC_007797.1	943445	943990	-	hypothetical protein	WP_020849188.1	216	f3f3f3	-1
NC_007797.1	944142	944642	-	hypothetical protein	WP_011451388.1	216	f3f3f3	-1
NC_007797.1	944801	945283	-	hypothetical protein	WP_011451389.1	216	f3f3f3	-1
NC_007797.1	945369	945971	-	hypothetical protein	WP_011451390.1	216	f3f3f3	-1
NC_007797.1	946104	946535	-	hypothetical protein	WP_011451391.1	-1	f3f3f3	-1
NC_007797.1	947056	948792	+	hypothetical protein	WP_011451392.1	-1	f3f3f3	-1
NC_007797.1	949118	949297	-	hypothetical protein	WP_020849189.1	-1	f3f3f3	-1
NC_007797.1	949659	949907	-	P44/Msp2 family outer membrane protein	WP_020849190.1	0	f3f3f3	-1
NC_007797.1	950748	951593	-	P44/Msp2 family outer membrane protein	WP_080502931.1	0	f3f3f3	-1
NC_007797.1	951626	952765	-	P44/Msp2 family outer membrane protein	WP_011451394.1	0	f3f3f3	-1
NC_007797.1	953136	953744	-	ABC transporter substrate-binding protein	WP_011451396.1	370	f3f3f3	-1
NC_007797.1	953821	954714	-	cation transporter	WP_044108167.1	697	f3f3f3	-1
NC_007797.1	954840	955484	-	putative heme exporter protein CcmB	WP_011451398.1	699	f3f3f3	-1
NC_007797.1	955613	956044	+	DnaK suppressor protein	WP_021799171.1	471	f3f3f3	-1
NC_007797.1	957053	957904	-	P44/Msp2 family outer membrane protein	WP_020849198.1	0	f3f3f3	-1
NC_007797.1	958391	960613	-	TraM recognition domain-containing protein	WP_011451400.1	757	f3f3f3	-1
NC_007797.1	960665	961663	-	P-type DNA transfer ATPase VirB11	WP_011451401.1	115	f3f3f3	-1
NC_007797.1	961710	963014	-	TrbI/VirB10 family protein	WP_011451402.1	1024	f3f3f3	-1
NC_007797.1	963038	963866	-	P-type conjugative transfer protein VirB9	WP_021799173.1	753	f3f3f3	-1
NC_007797.1	963867	964571	-	type IV secretion system protein	WP_080502932.1	670	f3f3f3	-1
NC_007797.1	965331	966191	-	P44/Msp2 family outer membrane protein	WP_080502933.1	0	f3f3f3	-1
NC_007797.1	966501	967616	-	DNA replication/repair protein RecF	WP_011451406.1	454	f3f3f3	-1
NC_007797.1	968964	969407	-	hypothetical protein	WP_011451409.1	-1	f3f3f3	-1
NC_007797.1	969532	972090	+	DNA polymerase I	WP_021798967.1	291	f3f3f3	-1
NC_007797.1	972245	972955	+	ribulose-phosphate 3-epimerase	WP_011450167.1	447	f3f3f3	-1
NC_007797.1	972974	973765	+	ABC transporter permease	WP_044108168.1	334	f3f3f3	-1
NC_007797.1	973772	974497	+	ATP-binding cassette domain-containing protein	WP_011450169.1	52	f3f3f3	-1
NC_007797.1	974708	974956	+	hypothetical protein	WP_020848729.1	0	f3f3f3	-1
NC_007797.1	975612	976415	+	hypothetical protein	WP_020848730.1	-1	f3f3f3	-1
NC_007797.1	976453	977118	+	isoprenoid biosynthesis glyoxalase ElbB	WP_011450171.1	704	f3f3f3	-1
NC_007797.1	977302	978480	-	methionine adenosyltransferase	WP_011450172.1	469	f3f3f3	-1
NC_007797.1	978728	979906	+	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	WP_011450173.1	188	f3f3f3	-1
NC_007797.1	980893	981516	-	hypothetical protein	WP_011450175.1	998	f3f3f3	-1
NC_007797.1	981810	982661	+	glycine--tRNA ligase subunit alpha	WP_011450176.1	251	f3f3f3	-1
NC_007797.1	982663	984768	+	glycine--tRNA ligase subunit beta	WP_011450177.1	383	f3f3f3	-1
NC_007797.1	984846	985994	+	molecular chaperone DnaJ	WP_011450178.1	167	f3f3f3	-1
NC_007797.1	986017	986844	-	carboxylating nicotinate-nucleotide diphosphorylase	WP_011450179.1	743	f3f3f3	-1
NC_007797.1	986936	987514	+	glycerol-3-phosphate acyltransferase	WP_011450180.1	496	f3f3f3	-1
NC_007797.1	987516	988007	-	crossover junction endodeoxyribonuclease RuvC	WP_011450181.1	363	f3f3f3	-1
NC_007797.1	988012	988833	-	cytochrome c oxidase subunit 3	WP_044108154.1	569	f3f3f3	-1
NC_007797.1	988932	989963	-	uroporphyrinogen decarboxylase	WP_011450183.1	476	f3f3f3	-1
NC_007797.1	990349	991218	+	HlyC/CorC family transporter	WP_011450184.1	26	f3f3f3	-1
NC_007797.1	991259	991729	-	HK97 family phage prohead protease	WP_011450185.1	988	f3f3f3	-1
NC_007797.1	991759	992937	-	phage portal protein	WP_011450186.1	1021	f3f3f3	-1
NC_007797.1	993126	993884	+	methyltransferase domain-containing protein	WP_011450188.1	67	73FDFF	BioC
NC_007797.1	993941	994906	+	quinolinate synthase NadA	WP_011450189.1	740	f3f3f3	-1
NC_007797.1	994941	995321	-	ferredoxin family protein	WP_011450190.1	709	f3f3f3	-1
NC_007797.1	998196	1000055	-	vacuolar membrane-interacting protein	WP_011450193.1	-1	f3f3f3	-1
NC_007797.1	1000215	1000502	-	hypothetical protein	WP_020848736.1	-1	f3f3f3	-1
NC_007797.1	1001046	1002041	-	tryptophan--tRNA ligase	WP_011450195.1	194	f3f3f3	-1
NC_007797.1	1002048	1002683	-	nucleotide exchange factor GrpE	WP_011450196.1	319	f3f3f3	-1
NC_007797.1	1002763	1003857	+	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	WP_011450197.1	507	f3f3f3	-1
NC_007797.1	1003921	1005546	-	CTP synthase	WP_011450198.1	392	f3f3f3	-1
NC_007797.1	1005559	1005867	-	preprotein translocase subunit SecG	WP_021798976.1	977	f3f3f3	-1
NC_007797.1	1006145	1007080	+	tyrosine recombinase	WP_011450200.1	178	f3f3f3	-1
NC_007797.1	1007444	1008121	-	ABC transporter ATP-binding protein	WP_011450201.1	307	f3f3f3	-1
NC_007797.1	1008507	1010762	+	NADP-dependent malic enzyme	WP_011450202.1	242	f3f3f3	-1
NC_007797.1	1011069	1013795	+	hypothetical protein	WP_011450203.1	771	f3f3f3	-1
NC_007797.1	1014151	1015650	+	monovalent cation/H+ antiporter subunit D	WP_021798977.1	572	f3f3f3	-1
NC_007797.1	1015755	1016051	-	hypothetical protein	WP_020848738.1	-1	f3f3f3	-1
NC_007797.1	1016789	1017241	-	outer membrane lipid asymmetry maintenance protein MlaD	WP_011450205.1	209	f3f3f3	-1
NC_007797.1	1017435	1017740	-	dehydrogenase	WP_011450206.1	759	f3f3f3	-1
NC_007797.1	1017854	1018315	+	transcriptional repressor NrdR	WP_011450207.1	993	f3f3f3	-1
NC_007797.1	1018557	1025366	-	hypothetical protein	WP_011450208.1	-1	f3f3f3	-1
NC_007797.1	1025650	1030035	+	hypothetical protein	WP_020848739.1	-1	f3f3f3	-1
NC_007797.1	1030384	1031418	+	Fe(3+) ABC transporter substrate-binding protein	WP_020848740.1	1020	f3f3f3	-1
NC_007797.1	1031419	1031634	+	Trm112 family protein	WP_011450211.1	671	f3f3f3	-1
NC_007797.1	1031712	1032995	-	MFS transporter	WP_011450212.1	39	f3f3f3	-1
NC_007797.1	1033323	1033613	+	30S ribosomal protein S16	WP_011450213.1	219	f3f3f3	-1
NC_007797.1	1034365	1035075	-	SDR family NAD(P)-dependent oxidoreductase	WP_011450215.1	-1	f3f3f3	-1
NC_007797.1	1035704	1036729	+	methionine adenosyltransferase	WP_011450217.1	469	f3f3f3	-1
NC_007797.1	1037006	1037215	+	hypothetical protein	WP_020848743.1	-1	f3f3f3	-1
NC_007797.1	1037305	1038313	-	phenylalanine--tRNA ligase subunit alpha	WP_011450218.1	316	f3f3f3	-1
NC_007797.1	1038314	1038700	-	50S ribosomal protein L20	WP_011450219.1	258	f3f3f3	-1
NC_007797.1	1038724	1038924	-	50S ribosomal protein L35	WP_011450220.1	389	f3f3f3	-1
NC_007797.1	1039318	1039884	+	DUF1013 domain-containing protein	WP_011450221.1	679	f3f3f3	-1
NC_007797.1	1039994	1041352	+	transcription termination factor Rho	WP_011450223.1	112	f3f3f3	-1
NC_007797.1	1041435	1042850	-	dihydrolipoyl dehydrogenase	WP_011450224.1	37	f3f3f3	-1
NC_007797.1	1043464	1044030	+	NifU family protein	WP_011450226.1	577	f3f3f3	-1
NC_007797.1	1044439	1046448	-	hypothetical protein	WP_020848748.1	-1	f3f3f3	-1
NC_007797.1	1046636	1046845	+	sulfur carrier protein ThiS	WP_011450228.1	-1	f3f3f3	-1
NC_007797.1	1046879	1047664	+	thiazole synthase	WP_011450229.1	756	f3f3f3	-1
NC_007797.1	1047905	1048321	-	hypothetical protein	WP_011450230.1	992	f3f3f3	-1
NC_007797.1	1048509	1049861	+	glutamate--tRNA ligase	WP_011450231.1	781	f3f3f3	-1
NC_007797.1	1050318	1051499	+	hypothetical protein	WP_011450232.1	676	f3f3f3	-1
NC_007797.1	1051510	1052058	+	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	WP_011450233.1	534	f3f3f3	-1
NC_007797.1	1052500	1052931	+	hypothetical protein	WP_020848750.1	0	f3f3f3	-1
NC_007797.1	1053400	1054323	-	permease	WP_011450234.1	978	f3f3f3	-1
NC_007797.1	1054429	1054737	-	ETC complex I subunit	WP_011450235.1	1012	f3f3f3	-1
NC_007797.1	1054793	1055020	+	exodeoxyribonuclease VII small subunit	WP_011450236.1	474	f3f3f3	-1
NC_007797.1	1055454	1055786	-	thioredoxin	WP_011450237.1	326	f3f3f3	-1
NC_007797.1	1055799	1056614	-	P-type conjugative transfer protein VirB9	WP_011450238.1	725	f3f3f3	-1
NC_007797.1	1056973	1058010	-	pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha	WP_011450239.1	776	f3f3f3	-1
NC_007797.1	1058033	1058911	-	alpha/beta hydrolase	WP_011450240.1	682	f3f3f3	-1
NC_007797.1	1062777	1063211	-	hypothetical protein	WP_080502885.1	-1	f3f3f3	-1
NC_007797.1	1063414	1063905	-	phosphoribosylglycinamide formyltransferase	WP_080502886.1	162	f3f3f3	-1
NC_007797.1	1063949	1065409	-	IMP dehydrogenase	WP_011450242.1	543	f3f3f3	-1
NC_007797.1	1065485	1066297	-	NAD kinase	WP_011450243.1	247	f3f3f3	-1
NC_007797.1	1066307	1066528	-	50S ribosomal protein L31	WP_011450244.1	1018	f3f3f3	-1
NC_007797.1	1067378	1068337	+	ACP S-malonyltransferase	WP_011450246.1	214	f3f3f3	-1
NC_007797.1	1068354	1069013	+	dTMP kinase	WP_011450247.1	341	f3f3f3	-1
NC_007797.1	1069181	1070356	+	MFS transporter	WP_011450248.1	735	f3f3f3	-1
NC_007797.1	1070855	1071067	-	hypothetical protein	WP_020848754.1	-1	f3f3f3	-1
NC_007797.1	1071089	1071736	-	Tim44 domain-containing protein	WP_021798985.1	690	f3f3f3	-1
NC_007797.1	1071848	1072324	+	protein-export chaperone SecB	WP_011450251.1	599	f3f3f3	-1
NC_007797.1	1072395	1073078	+	DsbA family protein	WP_011450252.1	666	f3f3f3	-1
NC_007797.1	1073293	1073517	+	hypothetical protein	WP_011450253.1	-1	f3f3f3	-1
NC_007797.1	1073805	1075076	-	insulinase family protein	WP_011450255.1	217	f3f3f3	-1
NC_007797.1	1075590	1076993	+	2-nitropropane dioxygenase family oxidoreductase	WP_021798986.1	999	f3f3f3	-1
NC_007797.1	1077058	1077261	+	hypothetical protein	WP_020849216.1	-1	f3f3f3	-1
NC_007797.1	1077357	1077560	-	hypothetical protein	WP_020848756.1	-1	f3f3f3	-1
NC_007797.1	1077943	1078143	+	hypothetical protein	WP_020848757.1	-1	f3f3f3	-1
NC_007797.1	1078629	1079240	-	riboflavin synthase	WP_011450260.1	567	f3f3f3	-1
NC_007797.1	1079805	1083224	-	transcription-repair coupling factor	WP_011450261.1	69	f3f3f3	-1
NC_007797.1	1083367	1083879	+	ribonuclease HI	WP_020848761.1	279	f3f3f3	-1
NC_007797.1	1083918	1086917	+	acetamidase	WP_011450264.1	749	f3f3f3	-1
NC_007797.1	1087122	1087856	+	UMP kinase	WP_011450265.1	253	f3f3f3	-1
NC_007797.1	1087865	1088419	+	ribosome recycling factor	WP_011450266.1	387	f3f3f3	-1
NC_007797.1	1088466	1088645	+	hypothetical protein	WP_020848763.1	-1	f3f3f3	-1
NC_007797.1	1088957	1089664	+	phosphatidate cytidylyltransferase	WP_011450267.1	99	f3f3f3	-1
NC_007797.1	1092793	1096281	-	hypothetical protein	WP_011450270.1	-1	f3f3f3	-1
NC_007797.1	1096748	1097482	-	phosphoribosylaminoimidazolesuccinocarboxamide synthase	WP_011450272.1	233	f3f3f3	-1
NC_007797.1	1097597	1098859	+	histidine--tRNA ligase	WP_011450273.1	366	f3f3f3	-1
NC_007797.1	1099333	1100079	-	DsbA family protein	WP_011450275.1	479	f3f3f3	-1
NC_007797.1	1100390	1101376	+	heme A synthase	WP_011450276.1	755	f3f3f3	-1
NC_007797.1	1101919	1102539	-	heme ABC exporter ATP-binding protein CcmA	WP_011450278.1	512	f3f3f3	-1
NC_007797.1	1104406	1104963	-	dCTP deaminase	WP_011450283.1	591	f3f3f3	-1
NC_007797.1	1105084	1105530	-	TRAP transporter large permease subunit	WP_020848769.1	669	f3f3f3	-1
NC_007797.1	1107222	1107518	-	hypothetical protein	WP_020848772.1	0	f3f3f3	-1
NC_007797.1	1107523	1107732	-	hypothetical protein	WP_020848773.1	-1	f3f3f3	-1
NC_007797.1	1108526	1108798	+	cold shock domain-containing protein	WP_080502887.1	19	f3f3f3	-1
NC_007797.1	1108826	1110928	+	HAMP domain-containing protein	WP_011450287.1	49	f3f3f3	-1
NC_007797.1	1110936	1112081	+	ribonuclease D	WP_011450288.1	529	f3f3f3	-1
NC_007797.1	1112198	1114231	-	NAD-dependent DNA ligase LigA	WP_011450289.1	226	f3f3f3	-1
NC_007797.1	1114237	1114558	-	Grx4 family monothiol glutaredoxin	WP_011450290.1	573	f3f3f3	-1
NC_007797.1	1114559	1114795	-	BolA family transcriptional regulator	WP_011450291.1	68	f3f3f3	-1
NC_007797.1	1115028	1115528	-	redoxin family protein	WP_011450292.1	323	f3f3f3	-1
NC_007797.1	1116977	1117057	-	P44/Msp2 family outer membrane protein	WP_080502934.1	0	f3f3f3	-1
NC_007797.1	1117243	1117482	-	P44/Msp2 family outer membrane protein	WP_080502888.1	0	f3f3f3	-1
NC_007797.1	1117570	1117806	+	hypothetical protein	WP_080502889.1	450	f3f3f3	-1
NC_007797.1	1120600	1123179	+	TRAP transporter permease	WP_011450299.1	669	f3f3f3	-1
NC_007797.1	1123189	1123788	+	CvpA family protein	WP_011450300.1	775	f3f3f3	-1
NC_007797.1	1123865	1124194	+	30S ribosomal protein S6	WP_011450301.1	181	f3f3f3	-1
NC_007797.1	1124205	1124495	+	30S ribosomal protein S18	WP_011450302.1	310	f3f3f3	-1
NC_007797.1	1124519	1125136	+	50S ribosomal protein L9	WP_011450303.1	245	f3f3f3	-1
NC_007797.1	1125159	1126436	+	serine hydroxymethyltransferase	WP_011450304.1	377	f3f3f3	-1
NC_007797.1	1126607	1126984	+	frataxin-like domain-containing protein	WP_011450306.1	974	f3f3f3	-1
NC_007797.1	1127000	1128736	+	ATP-binding cassette domain-containing protein	WP_011450307.1	122	f3f3f3	-1
NC_007797.1	1129218	1131023	+	succinate dehydrogenase flavoprotein subunit	WP_021798993.1	73	f3f3f3	-1
NC_007797.1	1131038	1131826	+	succinate dehydrogenase iron-sulfur subunit	WP_011450309.1	520	f3f3f3	-1
NC_007797.1	1131996	1133801	+	succinate dehydrogenase flavoprotein subunit	WP_021798994.1	73	f3f3f3	-1
NC_007797.1	1133816	1134604	+	succinate dehydrogenase iron-sulfur subunit	WP_011450309.1	520	f3f3f3	-1
NC_007797.1	1134608	1135471	+	FAD-dependent thymidylate synthase	WP_044104163.1	557	f3f3f3	-1
NC_007797.1	1135885	1137096	+	multidrug effflux MFS transporter	WP_020848779.1	13	f3f3f3	-1
NC_007797.1	1137099	1137293	-	hypothetical protein	WP_020848780.1	-1	f3f3f3	-1
NC_007797.1	1137295	1138146	-	glycine--tRNA ligase subunit alpha	WP_011450176.1	251	f3f3f3	-1
NC_007797.1	1138274	1139259	-	Holliday junction branch migration DNA helicase RuvB	WP_044104054.1	174	f3f3f3	-1
NC_007797.1	1139260	1139831	-	Holliday junction branch migration protein RuvA	WP_011450315.1	407	f3f3f3	-1
NC_007797.1	1139832	1140539	-	heme exporter protein CcmC	WP_011450316.1	158	f3f3f3	-1
NC_007797.1	1140948	1141598	+	guanylate kinase	WP_044104056.1	303	f3f3f3	-1
NC_007797.1	1142189	1142327	+	hypothetical protein	WP_080502889.1	450	f3f3f3	-1
NC_007797.1	1142328	1143431	-	P44/Msp2 family outer membrane protein	WP_011450319.1	0	f3f3f3	-1
NC_007797.1	1143492	1143731	-	P44/Msp2 family outer membrane protein	WP_080502890.1	0	f3f3f3	-1
NC_007797.1	1143958	1144998	-	P44/Msp2 family outer membrane protein	WP_080502891.1	0	f3f3f3	-1
NC_007797.1	1145339	1146253	+	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	WP_011450323.1	222	f3f3f3	-1
NC_007797.1	1146564	1147532	+	hypothetical protein	WP_011450324.1	-1	f3f3f3	-1
NC_007797.1	1147659	1148423	-	alpha/beta hydrolase	WP_048096906.1	-1	f3f3f3	-1
NC_007797.1	1148652	1149410	-	alpha/beta hydrolase	WP_020848782.1	751	f3f3f3	-1
