NC_000913.3	1	1403	-	chromosomal replication initiator protein DnaA	NP_418157.1	202	FF8AD8	DnaA
NC_000913.3	2320233	2321783	-	putative D,D-dipeptide ABC transporter periplasmic binding protein	NP_416004.1	46	f3f3f3	-1
NC_000913.3	2321797	2322378	-	D-alanyl-D-alanine dipeptidase	NP_416005.1	1196	f3f3f3	-1
NC_000913.3	2322636	2325035	-	oxygen-sensing c-di-GMP phosphodiesterase DosP	NP_416006.4	9	f3f3f3	-1
NC_000913.3	2325060	2326442	-	diguanylate cyclase DosC	NP_416007.3	75	f3f3f3	-1
NC_000913.3	2326480	2326521	-	protein YddY	YP_009518783.1|gnl|REF_b4746|CDS1816	-1	f3f3f3	-1
NC_000913.3	2326806	2328125	-	putative lipoprotein YddW	NP_416008.1	-1	f3f3f3	-1
NC_000913.3	2328256	2329791	-	L-glutamate:4-aminobutyrate antiporter	NP_416009.1	1133	f3f3f3	-1
NC_000913.3	2329947	2331347	-	glutamate decarboxylase B	NP_416010.1	905	f3f3f3	-1
NC_000913.3	2331709	2334504	-	putative zinc peptidase	NP_416011.1	217	f3f3f3	-1
NC_000913.3	2334549	2336921	-	putative TonB-dependent receptor	NP_416012.1	-1	f3f3f3	-1
NC_000913.3	2336959	2338644	-	ABC transporter family protein YddA	NP_416013.1	1258	f3f3f3	-1
NC_000913.3	2338847	2338934	+	protein YneP	YP_009518784.1|gnl|REF_b4747|CDS1823	-1	f3f3f3	-1
NC_000913.3	2338935	2340092	-	putative anaerobic sulfatase maturation enzyme YdeM	NP_416014.4	621	f3f3f3	-1
NC_000913.3	2340144	2341826	-	putative sulfatase	NP_416015.2	896	f3f3f3	-1
NC_000913.3	2342228	2342989	-	DNA-binding transcriptional dual regulator YdeO	NP_416016.1	5	f3f3f3	-1
NC_000913.3	2343064	2343261	-	two-component system connector SafA	NP_416017.1	-1	f3f3f3	-1
NC_000913.3	2343509	2345788	-	putative oxidoreductase YdeP	NP_416018.1	22	f3f3f3	-1
NC_000913.3	2346122	2347036	-	putative fimbrial adhesin protein YdeQ	NP_416019.1	1227	f3f3f3	-1
NC_000913.3	2347095	2347598	-	putative fimbrial protein YdeR	NP_416020.1	1127	f3f3f3	-1
NC_000913.3	2347611	2348141	-	putative fimbrial protein YdeS	NP_416021.1	12	f3f3f3	-1
NC_000913.3	2348155	2349303	-	fimbrial usher domain-containing protein YdeT	YP_009518785.1|gnl|REF_b1505|CDS1832	-1	f3f3f3	-1
NC_000913.3	2349636	2349838	-	putative HTH-type transcriptional regulator YneL	gnl|b1506|CDS1833	-1	f3f3f3	-1
NC_000913.3	2350156	2351478	-	serine/threonine kinase HipA	NP_416024.1	-1	f3f3f3	-1
NC_000913.3	2351478	2351744	-	antitoxin/DNA-binding transcriptional repressor HipB	NP_416025.1	-1	f3f3f3	-1
NC_000913.3	2351967	2357388	-	AIDA-I family autotransporter YneO	gnl|b4696|CDS1838	-1	f3f3f3	-1
NC_000913.3	2357919	2359511	-	autoinducer-2 kinase	NP_416028.3	79	f3f3f3	-1
NC_000913.3	2359590	2360543	-	DNA-binding transcriptional repressor LsrR	NP_416029.1	1165	f3f3f3	-1
NC_000913.3	2360792	2362320	+	Autoinducer-2 ABC transporter ATP binding subunit	NP_416030.1	60	f3f3f3	-1
NC_000913.3	2362321	2363349	+	Autoinducer-2 ABC transporter membrane subunit LsrC	NP_416031.1	33	f3f3f3	-1
NC_000913.3	2363349	2364341	+	Autoinducer-2 ABC transporter membrane subunit LsrD	NP_416032.1	33	f3f3f3	-1
NC_000913.3	2364353	2365375	+	Autoinducer-2 ABC transporter periplasmic binding protein	NP_416033.1	4	f3f3f3	-1
NC_000913.3	2365402	2366277	+	3-hydroxy-2,4-pentadione 5-phosphate thiolase	NP_416034.1	-1	f3f3f3	-1
NC_000913.3	2366301	2366591	+	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	NP_416035.1	-1	f3f3f3	-1
NC_000913.3	2366648	2367406	+	trans-aconitate 2-methyltransferase	NP_416036.1	-1	f3f3f3	-1
NC_000913.3	2367410	2368324	-	conserved inner membrane protein YneE	NP_416037.2	-1	f3f3f3	-1
NC_000913.3	2368531	2369982	-	tagaturonate reductase	YP_025302.1	424	f3f3f3	-1
NC_000913.3	2370209	2371156	-	putative diguanylate cyclase DgcF	NP_416039.1	-1	f3f3f3	-1
NC_000913.3	2371268	2371627	-	conserved protein YneG	NP_416040.1	-1	f3f3f3	-1
NC_000913.3	2371627	2372553	-	glutaminase 2	NP_416041.1	1343	f3f3f3	-1
NC_000913.3	2372617	2374005	-	NAD(+)-dependent succinate semialdehyde dehydrogenase	NP_416042.2	44	f3f3f3	-1
NC_000913.3	2374106	2374987	+	putative LysR-type DNA-binding transcriptional regulator YneJ	NP_416043.1	1	f3f3f3	-1
NC_000913.3	2375065	2376180	+	protein YneK	NP_416044.1	-1	f3f3f3	-1
NC_000913.3	2376330	2377520	+	L-arabinose exporter	NP_416045.1	1497	f3f3f3	-1
NC_000913.3	2377545	2378210	-	inner membrane protein MarC	NP_416046.1	817	f3f3f3	-1
NC_000913.3	2378422	2378856	+	DNA-binding transcriptional repressor MarR	NP_416047.4	1380	f3f3f3	-1
NC_000913.3	2378876	2379259	+	DNA-binding transcriptional dual regulator MarA	NP_416048.2	5	f3f3f3	-1
NC_000913.3	2379291	2379509	+	multiple antibiotic resistance protein	NP_416049.1	-1	f3f3f3	-1
NC_000913.3	2379540	2380439	-	cysteine/O-acetylserine exporter EamA	NP_416050.4	415	f3f3f3	-1
NC_000913.3	2380634	2381821	+	dipeptide exporter	NP_416051.1	-1	f3f3f3	-1
NC_000913.3	2381948	2382043	+	small protein MgtS	YP_001165319.1	-1	f3f3f3	-1
NC_000913.3	2382262	2383152	-	diguanylate cyclase DgcZ	NP_416052.1	-1	f3f3f3	-1
NC_000913.3	2383407	2383799	-	BOF family protein YdeI	NP_416054.1	1281	f3f3f3	-1
NC_000913.3	2384075	2384593	+	conserved protein YdeJ	NP_416055.1	694	f3f3f3	-1
NC_000913.3	2384637	2386682	-	peptidyl-dipeptidase Dcp	NP_416056.1	1408	f3f3f3	-1
NC_000913.3	2386819	2387565	+	3-hydroxy acid dehydrogenase	NP_416057.1	-1	f3f3f3	-1
NC_000913.3	2387654	2388340	+	DNA-binding transcriptional repressor YdfH	NP_416058.1	7	f3f3f3	-1
NC_000913.3	2388517	2388720	+	putative selenoprotein YdfZ	NP_416059.1	-1	f3f3f3	-1
NC_000913.3	2388755	2390215	-	putative oxidoreductase YdfI	NP_416060.1	424	f3f3f3	-1
NC_000913.3	2390304	2391587	-	putative transporter YdfJ	YP_009518786.1|gnl|REF_b1543|CDS1873	-1	f3f3f3	-1
NC_000913.3	2392192	2392305	+	Qin prophage	YP_009518787.1|gnl|REF_b4748|CDS1875	-1	f3f3f3	-1
NC_000913.3	2392374	2392607	+	Qin prophage	NP_416062.2	1344	f3f3f3	-1
NC_000913.3	2392924	2393514	+	Qin prophage	NP_416063.1	917	f3f3f3	-1
NC_000913.3	2393612	2394187	-	Qin prophage	NP_416064.1	82	f3f3f3	-1
NC_000913.3	2394187	2395099	-	Qin prophage	NP_416065.1	1435	f3f3f3	-1
NC_000913.3	2395100	2395669	-	Qin prophage	YP_009518788.1|gnl|REF_b1548|CDS1880	-1	f3f3f3	-1
NC_000913.3	2396058	2396291	+	Qin prophage	YP_588454.1	1055	f3f3f3	-1
NC_000913.3	2396349	2396759	+	Qin prophage	NP_416067.2	868	f3f3f3	-1
NC_000913.3	2396911	2397084	-	Qin prophage	NP_416068.2	1049	f3f3f3	-1
NC_000913.3	2397256	2397411	-	Qin prophage	NP_416069.2	-1	f3f3f3	-1
NC_000913.3	2397490	2397555	-	Qin prophage	YP_009518789.1|gnl|REF_b4749|CDS1885	-1	f3f3f3	-1
NC_000913.3	2397558	2397746	-	Qin prophage	YP_009518790.1|gnl|REF_b4724|CDS1886	-1	f3f3f3	-1
NC_000913.3	2397757	2397969	-	Qin prophage	NP_416070.1	19	f3f3f3	-1
NC_000913.3	2398332	2398381	-	Qin prophage	NP_416071.1	-1	f3f3f3	-1
NC_000913.3	2398382	2398636	-	Qin prophage	YP_002791241.1	-1	f3f3f3	-1
NC_000913.3	2398826	2399355	-	Qin prophage	NP_416072.1	1373	f3f3f3	-1
NC_000913.3	2399356	2399667	-	Qin prophage	NP_416073.1	-1	f3f3f3	-1
NC_000913.3	2399672	2399887	-	Qin prophage	NP_416074.4	1099	f3f3f3	-1
NC_000913.3	2400641	2400856	-	Qin prophage	NP_416075.1	19	f3f3f3	-1
NC_000913.3	2401157	2401369	+	Qin prophage	NP_416076.1	19	f3f3f3	-1
NC_000913.3	2401424	2401513	+	Qin prophage	YP_009518791.1|gnl|REF_b4750|CDS1895	-1	f3f3f3	-1
NC_000913.3	2401791	2402543	-	Qin prophage	NP_416077.4	-1	f3f3f3	-1
NC_000913.3	2402557	2403606	-	Qin prophage	NP_416078.4	-1	f3f3f3	-1
NC_000913.3	2403953	2404204	-	Qin prophage	NP_416079.1	-1	f3f3f3	-1
NC_000913.3	2404421	2404576	-	Qin prophage	NP_416080.1	130	f3f3f3	-1
NC_000913.3	2404648	2404935	-	Qin prophage	NP_416081.1	-1	f3f3f3	-1
NC_000913.3	2404935	2405174	-	Qin prophage	NP_416082.1	-1	f3f3f3	-1
NC_000913.3	2405199	2405504	+	Qin prophage	NP_416083.1	-1	f3f3f3	-1
NC_000913.3	2405707	2406039	+	Qin prophage	NP_416084.1	-1	f3f3f3	-1
NC_000913.3	2406476	2406625	-	Qin prophage	YP_009518792.1|gnl|REF_b1567|CDS1904	-1	f3f3f3	-1
NC_000913.3	2406648	2406921	-	Qin prophage	YP_009518793.1|gnl|REF_b1568|CDS1905	-1	f3f3f3	-1
NC_000913.3	2406922	2407152	-	Qin prophage	NP_416087.1	-1	f3f3f3	-1
NC_000913.3	2407236	2407643	+	DNA-binding transcriptional dual regulator DicA	NP_416088.1	-1	f3f3f3	-1
NC_000913.3	2407810	2407965	+	Qin prophage	NP_416089.1	1369	f3f3f3	-1
NC_000913.3	2407967	2408095	+	Qin prophage	NP_416090.2	-1	f3f3f3	-1
NC_000913.3	2408125	2408343	+	Qin prophage	NP_416091.1	-1	f3f3f3	-1
NC_000913.3	2408911	2409095	+	Qin prophage	NP_416092.1	-1	f3f3f3	-1
NC_000913.3	2409096	2409287	+	Qin prophage	NP_416093.1	1298	f3f3f3	-1
NC_000913.3	2409380	2410182	+	Qin prophage	gnl|b1577|CDS1914	-1	f3f3f3	-1
NC_000913.3	2410183	2410813	+	Qin prophage	gnl|b1578|CDS1916	-1	f3f3f3	-1
NC_000913.3	2410814	2412010	+	Qin prophage	gnl|b1579|CDS1917	-1	f3f3f3	-1
NC_000913.3	2412030	2412140	-	protein YnfP	YP_009518794.1|gnl|REF_b4534|CDS1918	-1	f3f3f3	-1
NC_000913.3	2412198	2413217	-	putative zinc-binding dehydrogenase RspB	NP_416097.1	11	f3f3f3	-1
NC_000913.3	2413229	2414443	-	mandelate racemase/muconate lactonizing enzyme family protein RspA	NP_416098.1	840	f3f3f3	-1
NC_000913.3	2414649	2414975	-	conserved inner membrane protein YnfA	NP_416099.1	-1	f3f3f3	-1
NC_000913.3	2415110	2415451	+	DUF1283 domain-containing protein YnfB	NP_416100.1	-1	f3f3f3	-1
NC_000913.3	2415486	2416046	+	spermidine N-acetyltransferase	NP_416101.1	1085	f3f3f3	-1
NC_000913.3	2416049	2416759	-	UPF0257 family lipoprotein YnfC	NP_416102.2	-1	f3f3f3	-1
NC_000913.3	2416867	2417172	+	DUF1161 domain-containing protein YnfD	NP_416103.2	-1	f3f3f3	-1
NC_000913.3	2417371	2419797	+	putative selenate reductase YnfE	NP_416104.1	22	f3f3f3	-1
NC_000913.3	2419858	2422281	+	putative selenate reductase YnfF	NP_416105.4	22	f3f3f3	-1
NC_000913.3	2422292	2422909	+	putative oxidoreductase YnfG	NP_416106.1	54	f3f3f3	-1
NC_000913.3	2422911	2423765	+	putative menaquinol dehydrogenase	NP_416107.1	1353	f3f3f3	-1
NC_000913.3	2423808	2424422	+	redox enzyme maturation protein DmsD	NP_416108.2	1280	f3f3f3	-1
NC_000913.3	2424617	2425825	+	putative chloride:H(+) antiporter ClcB	NP_416109.2	-1	f3f3f3	-1
NC_000913.3	2425826	2426521	-	putative dethiobiotin synthetase	NP_416110.4	119	D4FB79	BioD
NC_000913.3	2426646	2427866	-	DNA-binding transcriptional repressor Mlc	NP_416111.1	81	f3f3f3	-1
NC_000913.3	2428001	2428894	-	putative DNA-binding transcriptional regulator	NP_416112.1	1	f3f3f3	-1
NC_000913.3	2429001	2430254	+	putative transporter YnfM	NP_416113.1	-1	f3f3f3	-1
NC_000913.3	2430678	2430986	+	acid shock protein	NP_416114.2	-1	f3f3f3	-1
NC_000913.3	2431079	2431162	+	uncharacterized protein YdgU	YP_001165320.1	-1	f3f3f3	-1
NC_000913.3	2431262	2432083	+	putative serine protease YdgD	NP_416115.1	-1	f3f3f3	-1
NC_000913.3	2432122	2432437	-	multidrug/spermidine efflux pump membrane subunit MdtI	NP_416116.1	1334	f3f3f3	-1
NC_000913.3	2432438	2432803	-	multidrug/spermidine efflux pump membrane subunit MdtJ	NP_416117.1	1498	f3f3f3	-1
NC_000913.3	2433215	2434249	+	autoinducer 2 exporter	NP_416118.1	1106	f3f3f3	-1
NC_000913.3	2434274	2435662	-	pyridine nucleotide transhydrogenase subunit beta	NP_416119.1	1425	f3f3f3	-1
NC_000913.3	2435673	2437205	-	pyridine nucleotide transhydrogenase subunit alpha	NP_416120.1	1308	f3f3f3	-1
NC_000913.3	2437729	2438673	+	DUF1471 domain-containing protein YdgH	NP_416121.1	-1	f3f3f3	-1
NC_000913.3	2438859	2440241	+	putative arginine:ornithine antiporter	NP_416122.1	-1	f3f3f3	-1
NC_000913.3	2440278	2440996	+	dihydromonapterin reductase	NP_416123.1	-1	f3f3f3	-1
NC_000913.3	2440997	2441332	-	GlpM family protein	NP_416124.1	-1	f3f3f3	-1
NC_000913.3	2441461	2442180	+	DNA-binding transcriptional regulator RstA	NP_416125.2	28	f3f3f3	-1
NC_000913.3	2442184	2443485	+	sensory histidine kinase RstB	NP_416126.1	29	f3f3f3	-1
NC_000913.3	2443561	2444486	+	DNA replication terminus site-binding protein	NP_416127.1	-1	f3f3f3	-1
NC_000913.3	2444487	2445890	-	fumarase C	NP_416128.1	124	f3f3f3	-1
NC_000913.3	2446033	2447679	-	fumarase A	NP_416129.1	845	f3f3f3	-1
NC_000913.3	2447878	2449053	+	mannose-6-phosphate isomerase	NP_416130.3	-1	f3f3f3	-1
NC_000913.3	2449154	2450662	+	conserved protein YdgA	NP_416131.1	1061	f3f3f3	-1
NC_000913.3	2450888	2452153	-	outer membrane porin family protein	NP_416132.2	-1	f3f3f3	-1
NC_000913.3	2452192	2453561	-	glucuronide:H(+) symporter	NP_416133.1	138	f3f3f3	-1
NC_000913.3	2453562	2455373	-	beta-glucuronidase	NP_416134.1	838	f3f3f3	-1
NC_000913.3	2455764	2456354	-	DNA-binding transcriptional repressor UidR	NP_416135.1	906	f3f3f3	-1
NC_000913.3	2456575	2457342	-	7-alpha-hydroxysteroid dehydrogenase	NP_416136.1	602	f3f3f3	-1
NC_000913.3	2457454	2458482	-	DNA-binding transcriptional repressor MalI	NP_416137.1	4	f3f3f3	-1
NC_000913.3	2458657	2460249	+	PTS enzyme IIBC component MalX	NP_416138.1	30	f3f3f3	-1
NC_000913.3	2460259	2461431	+	negative regulator of MalT activity/cystathionine beta-lyase	NP_416139.1	-1	f3f3f3	-1
NC_000913.3	2461535	2462536	+	adenosine deaminase	NP_416140.1	-1	f3f3f3	-1
NC_000913.3	2462570	2463610	-	putative oxidoreductase YdgJ	NP_416141.4	652	f3f3f3	-1
NC_000913.3	2463853	2463978	+	beta-lactam resistance protein	YP_025303.1	-1	f3f3f3	-1
NC_000913.3	2464251	2464466	+	H-NS- and StpA-binding protein	NP_416142.1	1053	f3f3f3	-1
NC_000913.3	2464552	2464992	+	conserved inner membrane protein YdgK	NP_416143.2	-1	f3f3f3	-1
NC_000913.3	2465069	2465650	+	SoxR [2Fe-2S] reducing system protein RsxA	NP_416144.1	1287	f3f3f3	-1
NC_000913.3	2465650	2466220	+	SoxR [2Fe-2S] reducing system protein RsxB	NP_416145.1	-1	f3f3f3	-1
NC_000913.3	2466221	2468443	+	SoxR [2Fe-2S] reducing system protein RsxC	NP_416146.1	-1	f3f3f3	-1
NC_000913.3	2468444	2469502	+	SoxR [2Fe-2S] reducing system protein RsxD	NP_416147.1	-1	f3f3f3	-1
NC_000913.3	2469506	2470126	+	SoxR [2Fe-2S] reducing system protein RsxG	NP_416148.1	-1	f3f3f3	-1
NC_000913.3	2470130	2470825	+	SoxR [2Fe-2S] reducing system protein RsxE	NP_416149.1	1287	f3f3f3	-1
NC_000913.3	2470825	2471460	+	endonuclease III	NP_416150.1	313	f3f3f3	-1
NC_000913.3	2472071	2473573	+	dipeptide/tripeptide:H(+) symporter DtpA	NP_416151.1	913	f3f3f3	-1
NC_000913.3	2473679	2474284	+	glutathione S-transferase GstA	NP_416152.1	1116	f3f3f3	-1
NC_000913.3	2474328	2475191	-	pyridoxal kinase 2	NP_416153.1	1491	f3f3f3	-1
NC_000913.3	2475250	2476524	-	tyrosine--tRNA ligase	NP_416154.1	159	f3f3f3	-1
NC_000913.3	2476653	2477309	-	pyridoxal 5-phosphate synthase	NP_416155.1	774	f3f3f3	-1
NC_000913.3	2477368	2477697	-	inhibitor of c-type lysozyme, putative lipoprotein	NP_416156.4	-1	f3f3f3	-1
NC_000913.3	2477795	2478904	-	anhydro-N-acetylmuramic acid kinase	NP_416157.1	-1	f3f3f3	-1
NC_000913.3	2479178	2479645	+	outer membrane lipoprotein SlyB	YP_025304.1	1131	f3f3f3	-1
NC_000913.3	2479692	2480126	-	DNA-binding transcriptional dual regulator SlyA	NP_416159.2	-1	f3f3f3	-1
NC_000913.3	2480327	2480563	+	DUF1656 domain-containing protein YdhI	NP_416160.1	-1	f3f3f3	-1
NC_000913.3	2480566	2481423	+	putative membrane fusion protein YdhJ	NP_416161.4	27	f3f3f3	-1
NC_000913.3	2481423	2483435	+	putative transporter YdhK	NP_416162.1	1331	f3f3f3	-1
NC_000913.3	2483436	2483957	-	superoxide dismutase (Cu-Zn)	NP_416163.1	1228	f3f3f3	-1
NC_000913.3	2484038	2484934	-	putative oxidoreductase	YP_025305.1	45	f3f3f3	-1
NC_000913.3	2484983	2485222	-	conserved protein YdhL	NP_416165.2	-1	f3f3f3	-1
NC_000913.3	2485325	2485924	+	DNA-binding transcriptional repressor NemR	NP_416166.3	-1	f3f3f3	-1
NC_000913.3	2485961	2487058	+	N-ethylmaleimide reductase	NP_416167.1	1360	f3f3f3	-1
NC_000913.3	2487139	2487546	+	glyoxalase I	NP_416168.1	-1	f3f3f3	-1
NC_000913.3	2487649	2488296	+	RNase T	NP_416169.1	-1	f3f3f3	-1
NC_000913.3	2488389	2493005	+	putative ATP-dependent helicase Lhr	NP_416170.1	-1	f3f3f3	-1
NC_000913.3	2493056	2493403	-	glutaredoxin 4	NP_416171.1	573	f3f3f3	-1
NC_000913.3	2493737	2494552	+	peptidoglycan DD-endopeptidase MepH	NP_416172.1	426	f3f3f3	-1
NC_000913.3	2494680	2495261	+	superoxide dismutase (Fe)	NP_416173.1	532	f3f3f3	-1
NC_000913.3	2495423	2496592	-	putative transporter YdhP	NP_416174.1	-1	f3f3f3	-1
NC_000913.3	2496758	2496847	-	stress response membrane protein YnhF	YP_001165321.1	-1	f3f3f3	-1
NC_000913.3	2497146	2498167	+	DNA-binding transcriptional repressor PurR	NP_416175.1	4	f3f3f3	-1
NC_000913.3	2498168	2499100	-	putative LysR family DNA-binding transcriptional regulator YdhB	NP_416176.1	1	f3f3f3	-1
NC_000913.3	2499213	2500424	+	putative transporter YdhC	YP_025306.1	-1	f3f3f3	-1
NC_000913.3	2500715	2501863	+	cyclopropane fatty acyl phospholipid synthase	NP_416178.1	-1	f3f3f3	-1
NC_000913.3	2501903	2502544	-	riboflavin synthase	NP_416179.1	567	f3f3f3	-1
NC_000913.3	2502759	2504132	+	multidrug efflux pump MdtK	YP_025307.1	1077	f3f3f3	-1
NC_000913.3	2504173	2505429	-	adhesin-like autotransporter YdhQ	NP_416181.1	607	f3f3f3	-1
NC_000913.3	2506002	2506307	+	putative monooxygenase YdhR	NP_416182.1	-1	f3f3f3	-1
NC_000913.3	2506433	2508037	+	FAD/NAD(P) binding domain-containing protein YdhS	NP_416183.1	-1	f3f3f3	-1
NC_000913.3	2508049	2508861	-	conserved protein YdhT	NP_416184.1	-1	f3f3f3	-1
NC_000913.3	2508865	2509646	-	putative cytochrome YdhU	NP_416185.1	-1	f3f3f3	-1
NC_000913.3	2509647	2510315	-	putative 4Fe-4S ferredoxin-type protein	NP_416186.4	54	f3f3f3	-1
NC_000913.3	2510379	2511026	-	protein YdhW	NP_416187.1	-1	f3f3f3	-1
NC_000913.3	2511030	2513132	-	putative oxidoreductase	NP_416188.1	-1	f3f3f3	-1
NC_000913.3	2513153	2513779	-	putative 4Fe-4S ferredoxin-type protein	NP_416189.1	142	f3f3f3	-1
NC_000913.3	2514234	2514443	-	fumarase D	NP_416190.1	-1	f3f3f3	-1
NC_000913.3	2515000	2516412	+	pyruvate kinase I	NP_416191.1	926	f3f3f3	-1
NC_000913.3	2516723	2516959	+	murein lipoprotein	NP_416192.1	1363	f3f3f3	-1
NC_000913.3	2517023	2518027	-	L,D-transpeptidase LdtE	NP_416193.1	645	f3f3f3	-1
NC_000913.3	2518176	2518592	-	sulfur acceptor for SufS cysteine desulfurase	NP_416194.1	1065	f3f3f3	-1
NC_000913.3	2518605	2519821	-	L-cysteine desulfurase	NP_416195.1	1292	f3f3f3	-1
NC_000913.3	2519822	2521067	-	Fe-S cluster scaffold complex subunit SufD	NP_416196.1	1205	f3f3f3	-1
NC_000913.3	2521068	2521814	-	Fe-S cluster scaffold complex subunit SufC	NP_416197.1	-1	f3f3f3	-1
NC_000913.3	2521824	2523311	-	Fe-S cluster scaffold complex subunit SufB	NP_416198.2	1205	f3f3f3	-1
NC_000913.3	2523320	2523688	-	iron-sulfur cluster insertion protein SufA	NP_416199.1	224	f3f3f3	-1
NC_000913.3	2524236	2524424	-	protein YdiH	NP_416200.2	-1	f3f3f3	-1
NC_000913.3	2524524	2524930	-	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	NP_416201.1	809	f3f3f3	-1
NC_000913.3	2524931	2527987	-	putative FAD-linked oxidoreductase	NP_416202.1	617	f3f3f3	-1
NC_000913.3	2528376	2529488	+	putative transporter YdiK	NP_416203.1	1436	f3f3f3	-1
NC_000913.3	2529917	2530273	+	DUF1870 domain-containing protein YdiL	NP_416204.2	-1	f3f3f3	-1
NC_000913.3	2530373	2531587	+	putative exporter YdiM	NP_416205.1	1262	f3f3f3	-1
NC_000913.3	2531814	2533079	+	putative transporter YdiN	NP_416206.6	1262	f3f3f3	-1
NC_000913.3	2533091	2533957	+	shikimate dehydrogenase/quinate dehydrogenase	NP_416207.1	1477	f3f3f3	-1
NC_000913.3	2533988	2534746	+	3-dehydroquinate dehydratase	NP_416208.1	-1	f3f3f3	-1
NC_000913.3	2534889	2536484	+	putative acetate-CoA transferase	NP_416209.1	787	f3f3f3	-1
NC_000913.3	2536498	2537649	+	putative acyl-CoA dehydrogenase	NP_416210.4	798	f3f3f3	-1
NC_000913.3	2537692	2538603	-	putative DNA-binding transcriptional regulator YdiP	NP_416211.1	5	f3f3f3	-1
NC_000913.3	2538919	2539683	+	putative electron transfer flavoprotein subunit YdiQ	NP_416212.1	1166	f3f3f3	-1
NC_000913.3	2539703	2540641	+	putative electron transfer flavoprotein subunit YdiR	NP_416213.1	834	f3f3f3	-1
NC_000913.3	2540697	2541982	+	putative oxidoreductase with FAD/NAD(P)-binding domain	NP_416214.1	829	f3f3f3	-1
NC_000913.3	2541983	2542276	+	putative 4Fe-4S ferredoxin-type protein	NP_416215.1	785	f3f3f3	-1
NC_000913.3	2542279	2543979	+	short chain acyl-CoA synthetase	NP_416216.5	55	f3f3f3	-1
NC_000913.3	2544036	2546414	-	phosphoenolpyruvate synthetase	NP_416217.1	38	f3f3f3	-1
NC_000913.3	2546747	2547580	+	posphoenolpyruvate synthetase regulatory protein	NP_416218.1	592	f3f3f3	-1
NC_000913.3	2547737	2548783	+	3-deoxy-7-phosphoheptulonate synthase, Trp-sensitive	NP_416219.1	882	f3f3f3	-1
NC_000913.3	2548915	2549106	+	PF10636 family protein YdiE	NP_416220.1	-1	f3f3f3	-1
NC_000913.3	2549110	2550546	-	UPF0061 family protein YdiU	NP_416221.1	-1	f3f3f3	-1
NC_000913.3	2550609	2551322	-	anti-FlhDC factor	NP_416222.1	1249	f3f3f3	-1
NC_000913.3	2551569	2552033	-	NlpC/P60 family lipoprotein NlpC	NP_416223.1	426	f3f3f3	-1
NC_000913.3	2552111	2552860	-	vitamin B12 ABC transporter ATP binding subunit	NP_416224.1	-1	f3f3f3	-1
NC_000913.3	2552860	2553411	-	thioredoxin/glutathione peroxidase	NP_416225.1	-1	f3f3f3	-1
NC_000913.3	2553474	2554454	-	vitamin B12 ABC transporter membrane subunit	NP_416226.1	136	f3f3f3	-1
NC_000913.3	2554555	2554854	-	integration host factor subunit alpha	NP_416227.1	14	f3f3f3	-1
NC_000913.3	2554859	2557246	-	phenylalanine--tRNA ligase subunit beta	NP_416228.1	335	f3f3f3	-1
NC_000913.3	2557261	2558244	-	phenylalanine--tRNA ligase subunit alpha	NP_416229.1	316	f3f3f3	-1
NC_000913.3	2558528	2558572	-	pheST-ihfA operon leader peptide	NP_416230.1	-1	f3f3f3	-1
NC_000913.3	2558695	2559051	-	50S ribosomal subunit protein L20	NP_416231.1	258	f3f3f3	-1
NC_000913.3	2559104	2559301	-	50S ribosomal subunit protein L35	NP_416232.3	389	f3f3f3	-1
NC_000913.3	2559398	2559940	-	translation initiation factor IF-3	NP_416233.1	318	f3f3f3	-1
NC_000913.3	2559944	2561872	-	threonine--tRNA ligase	NP_416234.1	284	f3f3f3	-1
NC_000913.3	2562396	2564295	+	putative ankyrin repeat protein B, N-terminal fragment	gnl|b4494|CDS2071	-1	f3f3f3	-1
NC_000913.3	2564467	2564574	+	uncharacterized protein YniD	YP_588455.2	-1	f3f3f3	-1
NC_000913.3	2564627	2565385	-	acid-inducible putative outer membrane protein YdiY	NP_416236.1	-1	f3f3f3	-1
NC_000913.3	2565672	2566601	+	6-phosphofructokinase II	NP_416237.3	34	f3f3f3	-1
NC_000913.3	2566702	2566992	+	protein YdiZ	NP_416238.1	-1	f3f3f3	-1
NC_000913.3	2567098	2567958	+	putative kinase YniA	NP_416239.1	-1	f3f3f3	-1
NC_000913.3	2567999	2568535	-	uncharacterized protein YniB	NP_416240.1	-1	f3f3f3	-1
NC_000913.3	2568682	2569350	+	hexitol phosphatase B	NP_416241.1	420	f3f3f3	-1
NC_000913.3	2569513	2570103	+	putative inner membrane protein regulated by LexA	NP_416242.6	-1	f3f3f3	-1
NC_000913.3	2570236	2571627	+	cystine/sulfocysteine:cation symporter	NP_416243.1	-1	f3f3f3	-1
NC_000913.3	2571631	2572434	-	protein YdjO	NP_416244.2	-1	f3f3f3	-1
NC_000913.3	2572723	2572965	-	cell division modulator	NP_416245.2	-1	f3f3f3	-1
NC_000913.3	2573169	2575430	+	catalase II	YP_025308.1	1146	f3f3f3	-1
NC_000913.3	2575688	2576437	-	chitin disaccharide deacetylase	NP_416247.1	-1	f3f3f3	-1
NC_000913.3	2576450	2577802	-	monoacetylchitobiose-6-phosphate hydrolase	NP_416248.1	814	f3f3f3	-1
